id,text
[000100 (1)],Hiis metis eadem XX manse circumgirantur.
[000200 (1)],    Ðis synd þara twentig hida landgemere æt Wenbeorgan of smitan on þone stan of þam stanæ on þone ealdan an of þan eadenne innan lentan.
[000300 (4)],    Of lentan on gean þone stream on þone greatan þorne stent bæ lentan scaðe of þan þornæ on þa weter furh innan smalan broc.
[000400 (6)],    Of smalan broce on þan stenihte hlinc.
[000500 (6)],    Of þam stenihte hlince on glottos wylle.
[000600 (7)],    Of glottes wylle on wylles heafod on wylles heafodde on Wulfheres cumbe of Wulfheres cumbe on Wulfheres clif of Wulfheres clife on þa furh.
[000700 (9)],    Of þære furh on Winfles beorg of þan beorge on þonne holan stan of þam holan stane on þone haran stan.
[000800 (10)],    Of þam haran stane on þa holan wannan on þone wugan hlinc.
[000900 (11)],    Of þam rugan hlincæ on þone durnen crundel of ðam durnen crundelle on þone þorn of ham þorne on þone stan.
[001000 (13)],    Of ham stanæ on þa dic.
[001100 (14)],    To ðere dic ende on þere dic ende on þone wogan hlinc.
[001200 (14)],    Of ðam wogan hlince on þa catt hola.
[001300 (15)],    Of þan catt holan on Wenbeorge of þan beorge on þone mycelan cumbe.
[001400 (16)],    Of mycelan cumbe on smalan combe of smalan cumbe on þone ealdan treow stede of þam ealdan treow stede on þa wogan apoldran of þere wogan apoldran on folces dic.
[001500 (19)],    Of folces dic on Ealcheres dic of Ealcheres dic.
[001600 (19)],    On þa apoldran.
[001700 (20)],    Of here apoldran innan smitan.
