id,text
[000100 (1)],    Erest at sunemannes wyrðige on of þam wyrðige on gerihte on þa heafud stoccas.
[000200 (2)],    Of þan heafod stoccum on þone rugan hlinc niþewearde.
[000300 (3)],    Þonon on gerihte on bryxstanes garan suþeweardan of þam garan on duddes dene.
[000400 (4)],    Of þere dene on þone ealdan garan suðewearden.
[000500 (5)],    Þonon on gerihte on þa bradan stanas of þan stanun on hodan hlæw.
[000600 (6)],    Of þan hlæwe on hremnes byrig westwardon of hremnes byrig on lea cumb.
[000700 (7)],    Þonon rihte andlang streames<../images/tbar.gif>on tealeburnan.
[000800 (8)],    Andlang tealeburnan<../images/tbar.gif>on þa riþe.
[000900 (9)],    Andlang riðe on þone þorn stub on bulan dic.
[001000 (9)],    Andlang dices on þæs cinges scypena.
[001100 (10)],    Of þan scypenum on<../images/tbar.gif>riscbed.
[001200 (10)],    Of þan riscbedde on þæs cinges þornas.
[001300 (11)],    Þonon on gerihte on<../images/tbar.gif>bean furlang.
[001400 (12)],    Þonon on snelles ufeweardan.
[001500 (12)],    Of snelles lince.
[001600 (12)],<../images/tbar.gif>eft on sunemannes weorðig.
[001700 (14)],    And þær hyrð in an hyrde wic æt bada lacing & an hid landes & XII æceras mæde & an miln æt hyrde grafe.
[001800 (15)],    And XII æceres landes.
