id,text
[000100 (1)],    Þis is þara V hyda boc æt ebblesburna þæ Edwi cyng gæbocodæ Wulfrycæ his þegnæ on ece yrfæ.
[000200 (3)],    Ðis synd þa landgemere to Eblesburnan.
[000300 (4)],    Ærest of crund wylle on bronæs ford þonon onlang broc þonon andlang streames.
[000400 (5)],    To þere mearce.
[000500 (5)],    Andlang mearce on bryd beorh.
[000600 (6)],    Þonon on ruwan beorch.
[000700 (6)],    Of þam beorche andlang mearce on þeth wite sceard.
[000800 (7)],    On þa greatan dic.
[000900 (7)],    Þonon endlang mearce on þone stapol.
[001000 (8)],    Of þam stapole on biccan hlew.
[001100 (8)],    Þonon on middel geat.
[001200 (9)],    Of middel geate on middel done.
[001300 (9)],    On þone beorch.
[001400 (9)],    Þonon endlang mearce on middel hlinch.
[001500 (10)],    Þonon eft on crundwylle.
[001600 (10)],    And seo med þe þar to gebyred wiþ humming tun þes is fifta healf æcer seo his sunder med.
