id,text
[000100 (1)],"    An wiht is <on> <eorþan> wundrum <acenned>, hreoh ond reþe, hafað ryne strongne, grimme grymetað ond be grunde fareð."
[000200 (4)],    Modor is monigra mærra wihta.
[000300 (5)],    Fæger ferende fundað æfre; neol is nearograp.
[000400 (6)],"    Nænig oþrum mæg wlite ond wisan wordum gecyþan, hu mislic biþ mægen þara cynna, fyrn forðgesceaft; fæder ealle bewat or ond ende, swylce an sunu, mære meotudes bearn, þurh <ed>, ond þæt hyhste mæge <es> <gæ> dyre cræft."
[000500 (15)],    <Onne> hy aweorp <þe> ænig þara <fter> ne mæg <oþer> cynn eorþan <þon> ær wæs wlitig ond wynsum.
[000600 (21)],"    Biþ sio moddor mægene eacen, wundrum bewreþed, wistum gehladen, hordum gehroden, hæleþum dyre."
[000700 (24)],"    Mægen bið gemiclad, meaht gesweotlad, wlite biþ geweorþad wuldornyttingum, wynsum wuldorgimm wloncum getenge, clængeorn bið ond cystig, cræfte eacen."
[000800 (28)],"    Hio biþ eadgum leof, earmum getæse, freolic, sellic; fromast ond swiþost, gifrost ond grædgost grundbedd trideþ, þæs þe under lyfte aloden wurde ond ælda bearn eagum sawe, swa þæt wuldor wifeð, worldbearna <mægen>, þeah þe ferþum gleaw <mon> mode snottor mengo wundra."
[000900 (36)],"    Hrusan bið heardra, hæleþum frodra, geofum bið gearora, gimmum deorra; worulde wlitigað, wæstmum tydreð, firene dwæsceð, oft utan beweorpeð anre þecene, wundrum gewlitegad, geond werþeode, þæt wafiað weras ofer eorþan, þæt magon micle <sceafte>."
[001000 (44)],"    Biþ stanum bestreþed, stormum <len> <timbred> weall, þrym <ed>, hrusan hrineð, <h> <etenge>, oft searwum biþ <deaðe> ne feleð, þeah þe <du> <hreren>, hrif wundigen, <risse>."
[001100 (54)],"    Hordword onhlid, hæleþum <ge> wreoh, wordum geopena, hu mislic sy mægen þara <cy>."
