id,text
[000100 (1)],"    Þis synd þa rihtymbrendagas, þe man mid rihte healdan sceal; þæt is onkalendis Martii, on þære forman wucan, and onkalendis Iunii, on þære æfteran wican, and onkalendis September, on þa þriddan wican, and onkalendis December, on þa nehstan wican ær christes mæssan."
