id,text
[000100 (1)],"    Ælce geare þonne þu scyle witan hwylce dæge man scyle weorðian and healdan þone halgan sunnandægæduentum domini; warna þe þanne þæt þu hit naht ærV kalendas Decembris, ne naht æfterIII nonasþises sylfes monðes þænne ne healde; ac on þison seofan dagum þu scealt healdan butan ælcere tweonunge þone dæg and þone tokyme mid ealre arwurðnesse."
