id,text
[000100 (1)],    Ærest andlang hrigweges to æðelwoldes gemero.
[000200 (2)],    Ðanon andlang weges innan ða dæne.
[000300 (2)],    Syðan be ðan andheafdan ðæt cymð to Clife.
[000400 (3)],    Ðanon innan ðone gemærwyl.
[000500 (4)],    Andlang streames on ða dic to wudetunnincga gemero.
[000600 (5)],    Andlang dic to tocan stanæ.
[000700 (5)],    Ðanon on ceattan broc to micghæma gemæra.
[000800 (6)],    Of ðam gemero eastaweardan æft on ceattan broc.
[000900 (7)],    Ðanon on ceattan gemera to ælflede gemero.
[001000 (8)],    Of ðam gemere eastaweardan æft on ceattan broc.
[001100 (9)],    Ðanon on ðone tunsteal easteweardne.
[001200 (10)],    Ðonne upp on ðone holan cumb.
[001300 (10)],    Of ðam holan wege ufeweardan on ælflede gemeran.
[001400 (11)],    Be ælflede gemere æft on hricwege to Wulfmeres gemere.
[001500 (13)],    Ðis is ðara X hida boc æt Cliuæ ðe æðelred cing gebocode æðelmere his þegne on ece yrfæ.
