id,text
[000100 (1)],    Eowlangelad Ealhstan.
[000200 (1)],    Æþelstan.
[000300 (2)],    Ðis synd þa landgemære æt eowlan gelade.
[000400 (2)],    Of eowlan gelade andlang bladene.
[000500 (3)],    Of bladene andlang riþiges<../images/tbar.gif>on fugel mære midne.
[000600 (4)],    Of fulgel mere<../images/tbar.gif>on þone oþerne fugel mere.
[000700 (4)],    Of fugel mere<../images/tbar.gif>on gild beorh.
[000800 (5)],    Of gild beorh andlang sealtstræte to þan stane.
[000900 (5)],"    Of þan stane to þan oþeran stane<../images/tbar.gif>swa to þan þriddan stane, & to þan feorðan stane."
[001000 (7)],    Of þam stane to þære grenan stige.
[001100 (7)],    Of þære stige to lafercan beorh.
[001200 (8)],    Of lafercan beorh on þone ealdan weg<../images/tbar.gif>ofer þone broc<../images/tbar.gif>eft on þone ealdan weg.
[001300 (9)],    Of þam ealdan wege<../images/tbar.gif>forð onlang dune a bi heafdan<../images/tbar.gif>hit cymð to þan ealdan slo.
[001400 (10)],"    Of þan slo to þan lytlan beorhe, of þan beorge on<../images/tbar.gif>sic."
[001500 (11)],    Ondlong sices ofer þone broc to heort wellan.
[001600 (12)],"    Of heort wellan to hwete wellan, & þreo æceras earðlandes of hwete wellan a bi þan earðlande to þan to brocenan beorge."
[001700 (14)],    Of þan beorge forð on geriht on þæt sic.
[001800 (14)],"    Of þam sice be þan heafdan<../images/tbar.gif>hit cymð to mules hlawe, & þreo æceras þonne adune andlang þære furh þæt cymð to bladene."
[001900 (16)],    Swa andlang bladene<../images/tbar.gif>hit cymð eft to eowlan gelade.
