id,text
[000100 (1)],    Ðis is ðære are gyrde land gemæro æt hyples eald lande.
[000200 (2)],    Ærest fram ðrim staplun rihte iest oð gat wylle.
[000300 (3)],"    Þanun iest andlang ruan dune oð stanford, of stanforda iest on lamford."
[000400 (4)],"    Of lamforda iest on ðære weg, andlang weges, on þa ealdan dic."
[000500 (5)],"    Suð andlang dic on hroces fen, oð þær risc broc utscyt."
[000600 (5)],    Ðanun suð rihte on ða greatan wale ofer midel hylle.
[000700 (6)],"    Ðanun suð on ða ealdan dic, andlang þære dic oð ieccan stoc."
[000800 (7)],    Ðon suð on ða ealdan burh middewerde suð rihte oð cucan broc.
[000900 (8)],    Up andlang cucanbroces oð þær smæl rið utscyt upon smæl riðe oða æwylman.
[001000 (9)],"    Ðanun west onfryðestanes dic, west on ða dic oð risc broc."
[001100 (10)],    Upon risc broc oð þri stapulas.
