id,text
[000100 (1)],"    Ic wæs fæmne geong, feaxhar cwene, ond ænlic rinc on ane tid; fleah mid fuglum ond on flode swom, deaf under yþe dead mid fiscum, ond on foldan stop, hæfde <ferð> cwicu."
