id,text
[000100 (1)],"Luna I qui inciderit, difficile euadetSe þe afealð, earfoðlice he ætwint."
[000200 (2)],"Luna II, cito consurgetraðe he arisþ."
[000300 (3)],"Luna III, non eundethe ne ætwint."
[000400 (4)],"Luna IIII, laboret et surgethe swincð and arisð."
[000500 (5)],"Luna V, tricabit et surgethe sipað and arisð."
[000600 (6)],"Luna VI, non euadethe ne ætwint."
[000700 (7)],"Luna VII, medicina sanabiturmid læcedome he bið gehæled."
[000800 (8)],"Luna VIII, diu languet et surgetlange he adlað and arisð."
[000900 (9)],"Luna IX, languethe adlað."
[001000 (10)],Luna X diu egrotatlange he siclað.
[001100 (11)],"Luna XI, periculo periclitaton frecednesse he dyrfð."
[001200 (12)],"Luna XII, surgethe arisþ."
[001300 (13)],"Luna XIII, alignot tempus egrotatsumne timan he sicclað."
[001400 (14)],"Luna XIIII, laborat et surgethe swincð and arisþ."
[001500 (15)],Luna XV periclitathe dyrfð.
[001600 (16)],"Luna XVI, locum mitabit et surgetstowe he awent and arisð."
[001700 (17)],"Luna XVII, tricabit et surgethe sipað and arisþ."
[001800 (18)],"Luna XVIII, laborabit et surgethe swincð and arisð."
[001900 (19)],"Luna XIX, similitereallswa."
[002000 (20)],"Luna XX, similitereallswa."
[002100 (21)],"Luna XXI, rem adiuuabitðingc he fultumað."
[002200 (22)],"Luna XXII, languet et surgethe adlað and arisþ."
[002300 (23)],"Luna XXIII, similitereallswa."
[002400 (24)],"Luna XXIIII, diu languetlange he adlað."
[002500 (25)],"Luna XXV, languet et morieturadlað and he swelt."
[002600 (26)],"Luna XXVI, languethe adlað."
[002700 (27)],"Luna XXVII, tricabit et surgethe sipað and arisþ."
[002800 (28)],"Luna XXVIII, eger multum iacebit et morieturseoc swiðe he lið and swylt."
[002900 (29)],"Luna XXIX, eger euadetseoc ætwint."
[003000 (30)],"Luna XXX, eger laborabit et surgetseoc he swincð and arisð."
