id,text
[000100 (1)],"    Matheus se godspellere, þe wæs mid Criste on life, and his lare gehyrde, on his hirede wuniende, he awrat be Criste þæt he gecwæð hwilon þus to his halgum apostolum, and þurh hy eac to us: Soð ic eow secge, þæt ge sylfe ne becumað into heofonan rice, butan eower rihtwisnys beo eallunga mare ætforan minum Fæder þonne þæra bocera is and ðæra Sunderhalgena."
[000200 (9)],"    Ge gehyrdon þa bebodu þe God bebead gefyrn þam ealdan Israhele under Moyses lage, and hym þus sæde: Ne ofsleh þu mannan; and se ðe man ofslihð, se bið domes scyldig."
[000300 (13)],"    Ic secge eow to soðan þæt se bið domes scyldig, se ðe nu yrsað wið his agene broðor."
[000400 (15)],"    Se ðe him hosp gecwyð, se bið þeahtes scyldig, and se ðe <hine> <hæt> stuntne, se bið wites scyldig on þam witnigendlican fyre þære toweardan worulde, buton he ðone gylt gebete on his life."
[000500 (19)],"    Gif ðu geoffrast Gode ænige lac æt his weofode, and þu þonne geþencst þæt þin broðor hæfð sum þing ongean þe, gesete þine lac ætforan þam weofode, and fær ðe ærest hraðe to þinum agnum breðer, and hine geglada; and þonne þu eft cymst, geoffra þine lac."
[000600 (25)],"    Þis godspel is nu gesæd sceortlice eow þus; and we secgað eow þæt sume men wendon þæt seo ealde æ on Moyses timan wære miccle stiðre mannum to gehealdenne þonne Cristes boboda, þe he gecwæð him sylf on ðære niwan lage æfter his tocyme, under Godes gife, on ðæs godspelles timan, swa swa we healdan sceolon gif we hyrað Gode; ac hy magon gehyran her on ðisum godspelle þæt Cristes beboda, þe he bebead mannum, syndon miccle maran þonne Moyses lagu; and we sceolon liðian and ure lif awendan to ðæs Hælendes bebodum, gif we habban wyllað þa micclan myrhðe mid him, swa swa he us behet."
[000700 (39)],"    We ne magon libban on ðisum life nateshwon, þæt we ne agylton wið God and wið men on worde and on weorce; ac we sceolon symble to Gode gecyrran and his mildsunge biddan; for ðon þe he is gearu, gif we hine biddað mid inneweardre heortan, þæt he us mildsige; and him is miccle leofre ures lifes <rihting> þonne ænig oðer sceat, gif we geswicað yfeles."
[000800 (47)],"    Ælce dæg we syngiað, and ælce dæg we sceolon urne Hælend gladian mid sumre godnysse, se ðe æfre <wile> us mannum mildsian; and he nyle naht eaðe þæs synfullan deað, ac he swyðor wyle þæt he gecyrre and lybbe; and se ðe bote underfehð, and he beo syððan hræðe þæs of life, he sceal to reste gewiss, for þon þe he gecyrde fram his synnum to Gode."
[000900 (55)],"    Se Hælend us sæde, swa swa ge gehyrdon ær, Soð ic eow secge, þæt ge sylfe ne becumað into heofonan rice, buton eower rihtwisnys beo eallunga mare ætforan minum Fæder þonne þæra bocera is and ðæra Sunderhalgena."
[001000 (60)],"    Þa boceras syndon and þa Sundorhalgan þa ealdan witan, þe wæron gefyrn, under Moyses lage, swa micclum gelærede þæt hy ða ealdan æ on heora wisan cuðon; ac hy ne heoldon swaþeah þa halgan Godes æ swa wel swa hy sceoldon."
[001100 (65)],"    Þa cidde hym se Hælend swiðe oftrædlice, for ðan þe hy ne heoldon þa halgan beboda swa swa God sylf hym bebead; ac hy woldon hym sylfe þæt hy halige wæron, and wæron swaþeah misworohte wiðinnan."
[001200 (70)],"    Þa sæde se Hælend, þe geseah heora heortan, swiðe egeslice word, hym þus cidende:Uos iustificatis uos coram hominibus; Deus, autem, nouit corda uestra: Ge tellað eow rihtwise on manna gesihþum, ac God soðlice cann swaðeah eowere heortan; ge synd swa swa byrgenu þe beoð wiðutan agrafene mid ofergeweorcum, swiðe wel amette, and syndon afyllede mid forrotodnysse; and ge swaþeah lufiað hlisan and herunge."
[001300 (80)],"    Hym wæs beboden, on heora gehealdsumnyssum on Moyses lage, þæt hy moston lufian heora agene frynd, and hatian heora fynd; ac us bead se Hælend, her on ðysum life, þæt we lufian sceolon symble, butan hiwunge, ure agene freond, and ælcne Cristene man, and eac for Godes lufan lufian ure fynd, þæt ure rihtwisnys beo mare þonne heora, we ðe habban sceolon þæt heofonlice lif, gif we gehyrsume beoð Godes hæsum mid weorcum."
[001400 (90)],"    Hym wæs beboden þæt hy ne hæmdon unrihtlice wið oþra manna wif; ac us sæde Crist þus:Omnis qui uiderit mulierem ad concupiscendum eam iam mechatus est eam in corde suo; þæt is on Englisc, ælc man þe sceawað wifman mid luste, þæt he hy habban wolde, þæt him witodlice bið þæt forliger gefremod on his agenre heortan þurh þone unlust, þæt he hire gewilnode."
[001500 (99)],"    We secgað swaðeah þæt si eaðre to betenne þa yfelan <geþohtas> <þonne> <þa> <yfelan> <dæda>, <gyf> <man> <þone> <yfelan> willan <awent> to beteran."
[001600 (102)],"    Hy teoðodon heora wyrta, and wolice forleton þa maran beboda þe Moyses bebead on þære halgan Godes æ hym to gehealdenne."
[001700 (105)],"    Nu sceole we healdan swa þa læssan beboda, þæt we ða maran eac mid weorcum gefyllan."
[001800 (107)],"    Hy tæhton mid wordum, swa swa hit awriten is, Godes lare mannum, and forleton þa weorc; ac se biþ mære lareow, swa swa se Hælend sæde, se þe him sylf gedeð, and he syððan swa tæcð, and onginneð þa bysne on him sylfum ærest."
[001900 (112)],"    Hym wæs behaten, gif hy heoldon Godes æ, eorðlice wæstmas, and Crist witodlice behet þæt ece lif þam þe his word healdað, þæt þe mannes eage ne mihte geseon, ne eare gehyran, ne heorte asmeagan, þa micclan mærðe þe se mildheorta Crist þam eallum behet þe hine lufiað; and þærtoeacan he forgifð us ure neode."
[002000 (120)],"    Nu mote we habban maran rihtwisnysse, nu us synd behatene þa heofonlican speda, þæt we moton sona siþian to Criste on urum forðsiþe, gif we ær mid wærscipe ure synna gebetað sylfwilles on life."
[002100 (125)],"    Ge gehyrdon þa bebodu þe God bebead gefyrn þam ealdan Israhele under Moyses lage, and hym þus sæde: Ne ofslih ðu mannan; and se ðe <man> ofslihð, se bið domes scyldig."
[002200 (129)],"    Ic secge eow to soþan þæt se bið domes scyldig, se ðe nu yrsað wið his agenne broðor."
[002300 (131)],"    On ðam dome man toscæt hwilc his scyld wære, and oft he bið unscyldig on ðam dome getæht, se ðe ær wæs geteald þæt he scyldig wære; and man mæg gegladian mid godum willan þa færlican yrsunge, and forfon mid wisdome, eað þonne he gebete gif he bið ofslagen."
[002400 (137)],"    To ægþer þæra þinga, þæt is yrre and mansliht, gæð se rihta dom; ac hit bið swaþeah leohtre on bote on ðam lybbendan men, þeah þe he yrsige, and hit eft gehæle, swa swa þis godspell on æfteweardan sægð, þæt we magon gegladian þone þe we ær abulgon."
[002500 (143)],"    Se þe his breþer hosp gecwyð, se bið þeahtes scyldig."
[002600 (144)],"    Her syndon nu twa þing, þæt yrre and se hosp, and þær gæð geþeaht to þam twam þingum, þæt man mid geþeahte secge him his wite, hwæt he sylf þrowige for ðam twam þingum; ac swaþeah hwilon swa scyldig man ætwint, be ðam þe se trahtnere us sægð on Leden."
[002700 (150)],"    And se ðe hine hæt stuntne, se bið wites scyldig on ðam witnigendlican fyre þære toweardan worulde."
[002800 (152)],"    Her syndon nu þreo þing, and forþig mare wite: þæt yrre and se hosp, and eac teonræden; and þas þing sceolon, swa swa us sægð seo boc, on ðam toweardan wite beon afeormode, buton se man hy sylfwilles gebete."
[002900 (157)],"    Micele maran gyltas man mæg gebetan her on þisum life, and þone Hælend gegladian, þæt he ne þurfe þrowian on ðam toweardan life."
[003000 (160)],"    God cwæð þurh his witegan þæt he wolde mildsian ælcum men þe gecyrð fram his synnum to him, þam þe mid geomerunge gewyrcð dædbote, and his synna <ne> <beoð> <syþþan> on gemynde."
[003100 (163)],"    Lareowas sceolon læran and styran, and witan sceolon þreagan þa ðwyran and þa stuntan, ægþer ge mid wordum ge mid weorcum hwilon, swa swa Crist sylf dyde, þe cidde þam Iudeiscum for heora gedwyldum and dyrstigan anginne."
[003200 (169)],"    Paulus se Apostol on his pistole cwæð þus:Argue, <obsecra>, increpa, in omni patientia et doctrina: þrea ðu and bide, cid mid geðylde, on ealre lare to lifes bebodum."
[003300 (173)],"    Gif hwa nu þurh steore sum styrne word gecwyð to his underþeoddum for heora stuntnysse, ne bið na þæt gelic þam unþeawfæstan men, þe for his receleaste misræceð oðerne, for nanre steore, ac for stuntnesse."
[003400 (178)],"    We sceolon us gebletsian and abiddan æt Gode þat he us gehealde, and urne muð <þurhhlynne>, swa swa se witega bæd, þysum wordum cweðende:Pone, Domine, custodiam ori meo, et hostium circumstantie labiis meis: Sete þu, leof Drihten, minum muðe hyrdrædene, <and> duru minum welerum, þinre wearde abutan."
[003500 (184)],"    Duru he abæd, þæt he fordyttan mihte þa idelan spræca, and undon his muð to wisdomes spræcum, and to wurðianne God, swa swa man belycð and geopenað þa duru."
[003600 (188)],"    Vton nu gehyran þæs Hælendes læcedom, hu we magon gehælan her on ðisum life ure yfelan word wið ðone þe we gegremodon."
[003700 (191)],"    Gif ðu geoffrast Gode ænige lac æt his weofode, and þu þonne geðencst þæt þin broðor hæfð sum ðing ongean þe, gesete þine lac ætforan þam weofode, and far þe ærest raðe to þinum agenum breðer, and hine geglada; and þonne þu eft cymst, geoffra þine lac."
[003800 (197)],"    Se Hælend cwæð eft on sumere oðre stowe, þonne ge sylfe standað on eowrum gebedum, forgifað þonne on eowrum heortum eallum oðrum mannum þe wið eow agyltað þæt se Heofonlica Fæder eowre synna forgife; and butan ge forgifon, ne forgifð he na eow."
