id,text
[000100 (1)],    Þis his þare XX hida boc æt stantune þe eadwig cing gebocode osulfe biscope on eche yrfe.
[000200 (3)],    Þis sint þa land gemæra to stantune.
[000300 (3)],    Aerest of hole wille on þa ruwan hola þonon on þone ealdan weg up to þan hæþenan byrgelse þonan on þryfyld dene of þære dene on þane scearpan stan.
[000400 (5)],    Þonon on cobban stan of þam stane on ane hlinc reawe oþ hit cymð to blacan grafum þonon on þane mærstan of þam stane on þa foxholu.
[000500 (8)],    Þonon on þone stanigan beurh on þorn dune.
[000600 (8)],    Norþewearde of þan beorge on þa stanes andlang dene neoþewearde.
[000700 (9)],    Of þam stane on anne stan.
[000800 (10)],    Þonon on anne þorn.
[000900 (10)],    Þonon on þa wearh roda on wodnes dic.
[001000 (11)],    Þonon on þa ealdan burh middewearde of þære ealdan on oxna mere.
[001100 (12)],    Þonon on anne crundel liþ an stan.
[001200 (12)],    On of þam stane on þone midmestan hrycg on east cumbum.
[001300 (13)],    Þonon on east mores heafod to þam hæþenan byrgelse on brom lace.
[001400 (14)],    Þonne andlang streames eft on holen wylle.
