id,text
[000100 (161.1)],ALIUS SERMO DE DIE PASCHAEHit is swiðe gedafenlic. þæt ge on ðisum drihtenlicum æriste. sume larlice word æt eowerum lareowum gehyron;
[000200 (161.2)],    Lucas se godspellere awrat on cristesbec þæt on ðisum easterlicum dæge. eodon twegen drihtnes leorningcnihtas to anre byrig. seo wæs fif mila fram hierusalem. Emmaus gehaten;
[000300 (161.5)],    Þa eodon hi sprecende ymbe þæs hælendes þrowunge him betwynan. and se hælend sylf genealæcende eode him mid. ac hi ne mihton hine oncnawan;
[000400 (161.8)],    Ða befran he hi. hwæt hi him betwynan spræcon. oððe hwi hi dreorige wæron;
[000500 (161.9)],    Him andwyrde ða heora oðer. his nama wæs cleophas and cwæð;
[000600 (161.10)],    Eart ðu ana ælðeodig mann on hierusalem. þæt ðu ne gehyrdest be ðam nazareniscan hælende. hu he wæs belæwed. and to deaðe fordemed? We hopodon þæt he wære israhela alysend. nu todæg is se ðridda dæg þe ðis gedon wæs;
[000700 (161.14)],    Sume wimmen of ure geferrædene eodon to his byrgene. and þær englas gesawon. ðe cyddon þæt he leofode;
[000800 (161.16)],    Sume eac ure geferan to ðære byrgene comon. and swa gemetton swa swa ða wimmen him sædon. ac hi ne gemetton his lic. ac æmtige byrgene;
[000900 (161.18)],    Þa cwæð se hælend him to andsware;
[001000 (161.19)],    Eala ge stuntan. and latheortan to gelyfenne. on eallum ðam ðingum þe witegan spræcon;
[001100 (161.20)],    La hu. ne gedafenode criste swa ðrowian. and swa faran into his wuldre;
[001200 (161.21)],    Begann ða him to reccenne fram moyse. and eallum witegum. ða halgan gewritu. þe be him wæron gesette;
[001300 (161.24)],    Ða genealæhton hi ðære byrig þe hi towearde wæron. and hine gelaðodon to heora gesthuse. þus cweðende;
[001400 (161.25)],    La leof wuna mid us. for ðan ðe hit æfenlæhð. and ðes dæg is nu ahyld;
[001500 (161.26)],    Þa eode he to heora inne. swa gelaðod;
[001600 (162.27)],    Ða ða hi to gereorde sæton. ða genam he hlaf and bletsode. and tobræc. and sealde him;
[001700 (162.29)],    Þa wurdon heora eagan geopenode. and hi oncneowon ðone hælend þe him ær bedigelod wæs;
[001800 (162.30)],    Drihten ða gewat of heora gesihðe. and hi siððan him betwynan spræcon;
[001900 (162.31)],    La hu. næs ure heorte byrnende on us. ða ða he us be wege gespræc. and us ða halgan gewritu geopenode;
[002000 (162.33)],    Hi arison on ðære ylcan tide. and gecyrdon to hierusalem. and gemetton ða endlofan apostolas. and ða ðe him mid wæron. secgende þæt drihten soðlice of deaðe aras. and hine æteowode Simone Petre;
[002100 (162.36)],    Hi sylfe eac cyddon þæt hi crist be wege gespræcon. and hu hi on heora gereorde hine oncneowon;
[002200 (162.39)],    On ðisum andwerdan dæge gelamp ðis. þeah ðe þis godspel. æt oðre mæssan gerædd sy;
[002300 (162.40)],    Gregorius se halga papa ure apostol trahtnode þis godspel mid sceortre trahtnunge. and cwæð;
[002400 (162.41)],    Mine gebroðra ða leofostan. efne ge gehyrdon þæt ure drihten æfter his æriste hine æteowode on siðfæte his twam leorningcnihtum. na fulfremedlice be him gelyfendum. ac be him sprecendum. and he nolde for ðære twynunge him æteowian his oncnawennysse;
[002500 (162.46)],    Swa dyde drihten on heora gesihðe. swa swa hi sylfe dydon on heora heortum;
[002600 (162.47)],    Hi soðlice hine lufodon wiðinnan. and swa ðeah him twynode be his æriste;
[002700 (162.48)],    Drihten him wæs andwerd wiðutan. and swa ðeah him ne geswutelode hwæt he wæs;
[002800 (162.50)],    He gefylde his behat. þe he ær his ðrowunge gecwæð;
[002900 (162.50)],    Swa hwær swa beoð twegen oððe ðry gegadrode on minum naman. þær ic sylf beo him tomiddes;
[003000 (162.52)],    He ðreade heora andgites heardnysse. and him geopenode ða halgan gewritu þe be him wæron gesette. and swa ðeah he wæs geðuht swilce ælðeodig for ðære twynunge;
[003100 (162.55)],    Be ðison we magon tocnawan. þæt us is twyfeald neod on boclicum gewritum;
[003200 (162.56)],    Anfeald neod us is. þæt we ða boclican lare mid carfullum mode smeagan. oðer þæt we hi to weorcum awendan;
[003300 (162.58)],    Gif moyses and ealle witegan witogoden þæt crist sceolde ðurh nearunysse his ðrowunge into his heofonlican wuldre faran. humeta mæg ðonne se beon cristen geteald. se ðe nele be his andgites mæðe þa boclican gewritu aspyrian. hu hi to criste belimpað. ne ðurh nanre earfoðnysse. þæt ece wuldor mid criste geearnian;
[003400 (163.64)],    Hi ða gelaðodon hine to heora gesthuse. and him mete gebudon. and hine on ðam gereorde oncneowon. þone ðe hi ne mihton on onwrigennysse haliges gewrites oncnawan;
[003500 (163.66)],    Næron hi onlihte þurh þæt þæt hi godes beboda gehyrdon. ac hi wurdon onlihte þa ða hi godes beboda to weorce awendon. þurh ða cumliðnysse. for ðan ðe hit is awriten. þæt ða ne beoð rihtwise getealde mid gode. þa ðe buton weorce his beboda gehyrað. ac ða beoð rihtwise getealde. þe mid weorcum his beboda gefyllað;
[003600 (163.72)],    Efne ure drihten næs oncnawen ða ða he on siðfæte hi gespræc. ac ða ða he mid him gereordode þa wearð he oncnawen. þurh heora cumliðnysse;
[003700 (163.74)],    Mine gebroðra lufiað cumliðnysse. and soðre lufe weorc. swa swa se apostol paulus ða geleaffullan ðeode þisum wordum tihte;
[003800 (163.76)],    Wunige betwux eow lufu soðre broðer rædene. and ne forgymeleasige ge cumliðnysse;
[003900 (163.78)],    Sume gecwemdon englum on heora gesthusum underfangenum. þurh cumliðnysse;
[004000 (163.79)],    Be ðisum eac cwæð se apostol petrus;
[004100 (163.80)],    Beoð cumliðe eow betwynan. buton ceorungum;
[004200 (163.80)],    Drihten sylf cwæð. Ic wæs cuma. and ge me underfengon;
[004300 (163.82)],    Witodlice cumliðnys is swiðe hlisful ðing. and asteald ðurh halgum heahfæderum;
[004400 (163.83)],    Sum hiredes ealdor beeode cumliðnysse mid micelre gecneordnysse. and dæghwomlice ælðeodige men æt his mysan gereordode;
