id,text
[000100 (1)],"    Wið <fotcoþe> <singe> <man> þas fers ærest:Sancta Marina, dominus <regnauit> <decorem> induitandCantate dominoandIn omnem terram; be sancte Eadwarde and be sancte Grimbalde,posuisti domine et per capud eius; and be sancta Bridæ,Offerentur regi firgines; and be <sancte> Ceadda,<Amauit> eum dominum; and biddan drihten <and> <þas> halgan þæt him <gescilde> wið þam <coþe>."
