id,text
[000100 (1)],    Ðis sindon ðara fif hida landgemæra æt Eardulfes lea.
[000200 (3)],    Ærest of ðare greatan dic ðæt to æðeluuoldes lea to ðan landgemære.
[000300 (4)],    Of ðan gemære swa æfter dene in sexig broc.
[000400 (5)],    Of sexig broce ðæt into Uffewylle broce.
[000500 (6)],    Of ðan broce ðæt on ða grenan dic.
[000600 (6)],    Of ðære dic be suðan ðære eorðbyrg ðæt on Cwicelmes hlæw.
[000700 (7)],    Of ðan hlawe ðæt on ða portstræte.
[000800 (8)],    Of ðære portstræte ðæt wið lytle Ciltene an æcer bræde.
[000900 (9)],    Ðæt on ðæne grenan weg ðe scyt to hegforda.
[001000 (10)],    Æfter ðan grenan wege ðæt foran ongen Cynewynne wylle.
[001100 (11)],    Of ðære wylle ðæt into ðære gretan dic.
[001200 (12)],    Andlang ðære dic ðæt into bunon.
[001300 (13)],    Andlang bunan ðæt to ðan ealdan forda.
[001400 (14)],    Of ðan forda ðæt into Eardulfes lea.
[001500 (14)],    Of ðan lea ðæt eft to ðære greatan dic.
