id,text
[000100 (1)],"    Matheus se godspellere us sæde on ðysum godspelle, þæt ure hælend Crist, ða ða he her on life wæs on soðre menniscnysse betwux mannum wunigende, þæt he gewarnode his apostolas þysum wordum and cwæþ:Vigilate ergo, quia nescitis, qua hora dominus vester venturus sit, Waciað eornostlice, forþan ðe ge nyton on hwylcere tide eower drihten cume."
[000200 (9)],"    Wite ge þæt to soðan, þæt se hiredes ealdor wacian wolde, gif he wiste þone timan, hwænne se ðeof come, his hus to brecenne."
[000300 (12)],"    And he nolde geþafian þam þeofe nateshwon, þæt he underdulfe digellice his hus."
[000400 (14)],"    Beoð for ði gearwe, forðan ðe ge nyton on hwylcere tide mannes sunu cume."
[000500 (16)],"    Hwæt wenst þu la, hwa is getreowe ðeow and snotor, þone ðe se hlaford sette ofer his hirede, þe him do heora mete on rihtne timan?"
[000600 (19)],"    Eadig bið se ðeowa, gif he swa deþ geornlice, þonne se hlaford ongean cymð."
[000700 (20)],"    Ic cweþe to soðan, þæt he hine geset ofer ealle his god."
[000800 (22)],"    Ðis godspell is nu gesæd sceortlice on Englisc on anfealdum gereorde, and we eac wyllaþ þæt andgyt eow secgan on urum gereorde mid sceortum andgyte be ure mæþe, forþan ðe we rædaþ ðas rædinge foroft æt þæra halgena mæssan, þe we hataþConfessores, swa swa wæs ðes halga wer Ille, þe we wurðiað to dæg mid halgum lofsangum to lofe þam hælende, þe hine gewurðode mid heofenlicum wurðmynte."
[000900 (31)],"    Ure hælend þa cwæþ to his halgum discipulum, and þæt ðæt he to him cwæð, þæt he cwæþ eac to us: Waciað eornostlice, forðan ðe ge nyton on hwylcere tide eower drihten cume."
[001000 (35)],"    Ge sceolon nu ærest witan, þæt twa wæccan synd: An is þæs lichaman, oðer þæs modes."
