id,text
[000100 (1)],    Ðis syndon ðara twegra hida landgemæru to Wulfringtune.
[000200 (3)],"    Ærest of ymelmore up ondlong holan broces, ðæt it cymeð to Monninghæma dice."
[000300 (4)],    And swa ondlong ðæs dices ðæt on ðone salt herpað.
[000400 (5)],    And swa ondlong ðæs herpaðes ðæt on saltere dene.
[000500 (6)],    Ondlong ðære dene on ðone herpað be westan fugelmære.
[000600 (7)],    Ondlong ðæs herpaðes on saltere wellan.
[000700 (8)],    Of saltere wellan eastriht on salt broc.
[000800 (9)],    And swa ondlong salt broces eft on hymelmor æt Wuduforda.
[000900 (11)],"    Eadwig wæs se forma man, and Wulfgyuu wæs se oðer."
[001000 (12)],    Nu hæft æðelsige hit to ðan ðe ðu wylle.
[001100 (13)],    Wulfringtun.
[001200 (13)],"    Eadwige, Wulfgeofe, and heora dohtor."
