id,text
[000100 (1)],ItemFobbanfuntan boc.
[000200 (1)],    Aerest on hanan welle.
[000300 (1)],    Siððan on hanan wurðe.
[000400 (1)],    Ðonne forð on stan mære.
[000500 (2)],    Þonne on sigewunne dic westewearde.
[000600 (2)],    And swa up on land scare hangran.
[000700 (3)],    Þonne bi eastan cester slæd byrg.
[000800 (3)],    XXX gerda swæ up to here paþe.
[000900 (4)],    Þæt swa uest on here paþe anlang hrygges þæt of here paþe on rugan dic.
[001000 (5)],    On ber hulle westewearde þonne forð ofer here pað þæt on sticelan pað on wadding gerstun easte weardne.
[001100 (7)],    Þæt forð ofer chealf hylle middewearde þonne on wulfcumb ufeweardne swa ðurh dellwuda on landscoraac.
[001200 (8)],    Swa on stream on nodre.
[001300 (9)],    Swa of dune on stream þat up of streame on hanan welle.
