id,text
[000100 (1)],    Ðis is þara XVI hida boc æt Pipigmynstræ þe Edmund cing gebocode Elfegæ his þegnæ on ece yrfæ.
[000200 (3)],    Ðis synd þa landgemere to þan XVI hidum æt Pippingmynstre.
[000300 (4)],    Ærest of fearres cumbes heafde west on ðone herepoð.
[000400 (4)],    Swa west andlanges þes herepoðes  þet it cyme to eastewearðre acbeara.
[000500 (5)],<../images/tbar.gif>norð on gerichte of acbeara westeweardre on þæs biscopes gemere and bennacumbes.
[000600 (6)],    Swa adun æfter þæs biscopes gemere & bennacumbes forð.
[000700 (7)],<../images/tbar.gif>hit cymð be norðe fyrsleage.
[000800 (7)],    Swa of norðewerðne fyrsleage.
[000900 (8)],    On bennacumbes forð.
[001000 (8)],    Þonne up ongean stream.
[001100 (8)],    East on tuhhele mor.
[001200 (9)],    Of þam more on gerihte on heardan geat.
[001300 (9)],    Of þam geate on hagan on deopan ford.
[001400 (10)],    Of þam forda on þa landsceare.
[001500 (10)],    Adun on sciteres stream.
[001600 (10)],    Of þan streame on gerihte on witan stan on higean beara norðewearðre.
[001700 (11)],    Þanon on readan forð.
[001800 (11)],    Of þam forda east on þone herepoð.
[001900 (12)],    Of þam herepoðe suð.
[002000 (12)],    Þonne onlang ham.
[002100 (12)],    Of þan hamme þanon binan efisc on gregean stan.
[002200 (13)],    Of þam stane on lindhoran.
[002300 (13)],    Of lindhoran on þone healdan hagan on wealdenes weg.
[002400 (14)],    Of þam wege up an dune on hringwoldes beorg.
[002500 (15)],    Of þam beorge west andlang dune on wiðigsled.
[002600 (15)],    To henna þorne.
[002700 (16)],    Þanon west on þa ealdan dic.
[002800 (16)],    Þonne sume hwile be þere dic.
[002900 (16)],    And þanon norð ofer wiðancumb<../images/tbar.gif>eft on fearrescumbes heafod.
