id,text
[000100 (1)],    Ðis syndon ða landgæmæro to Westwuda and to Cissanhammæ.
[000200 (2)],    Ærest on Stanford.
[000300 (2)],    Of Stanforda andlang streamæs on Igford.
[000400 (3)],    Of Igforda on bæræ hæhgæ.
[000500 (4)],    Andlang hægæs on Afonæ.
[000600 (4)],    Up bæ stræamæ on Windærlæh mæd.
[000700 (5)],    Of ðæræ mæd east onbutan cading lægæ on hramæs hangran.
[000800 (6)],    Of ðam hangran suð to ðære stræt on ða streatan hlywan.
[000900 (7)],    Of ðære hlywan suð onbutan færsscagan on ða dic ðæt hit cymð to ðære rodæ.
[001000 (9)],    Ðanon on crawan ac.
[001100 (9)],    Of ðære æc æft on Stanford.
[001200 (10)],    Ðonnæ licgeað ða þreo gyrda on oðære hæalfæ fromæ æt Fæarnlæagæ on gæmænum landæ.
[001300 (12)],    Ðis is ðara III hida land boc æt Westwuda and ðara III gyrda æt Fearnlege ðe æðelred cing gebocode Leofwine his huntan on ece yrfe.
