id,text
[000100 (1)],    Ðis synd ða landgemæru into Vfera byrig.
[000200 (1)],    Ærest of kærent in eomot sic.
[000300 (2)],    Ondlang þæs sices in rumwoldes mor.
[000400 (2)],    Of rumwoldes more in holan stan.
[000500 (3)],    Of holan stane in mærcumb.
[000600 (3)],    Of þam cumbe in eorðnutena þorn.
[000700 (4)],    Of þam þorne in þæt wudu gæt.
[000800 (4)],    Of þam geate ondlang ecge into þam stodfalde.
[000900 (5)],    Of þane stodfalde in duddan stane.
[001000 (6)],    Of duddan stane in swalawa bærh.
[001100 (6)],    Of ðam berhge in þiccan stan.
[001200 (7)],    Of þam stane big lytlan wudu in simæres ford.
[001300 (7)],    Of þam forda ondlang hwate broc into kærent.
[001400 (8)],    Ondlong kærent in edrices ford.
[001500 (9)],    Of edrices forda in eomodes poll.
