id,text
[000100 (1)],Anglice.
[000200 (1)],"    Drihten, for þinre þære miclan mildheortnesse & for ealra þinra haligra lufan & geearnunga gemiltsa me synfullum, swa swa þin mæra willa sy & min mod to þinum willan gestranga & gestaðela."
[000300 (3)],"    &, min drihten, ne læt me næfre færlicum deaðe of þissum earman life gewitan, Ac, loc hwænne min tima beo & þin willa sy, þæt ic þis hlæne lif forlætan scyle, læt me mid gedefenesse mine dagas geendian."
[000400 (6)],"    Eac ic bidde þe, min drihten leof, for þines sylfes naman & godnysse, þæt þu me of þisse weorulde ne læte, ær ic þurh ðine mycclan mildheortnysse forgifenysse hæbbe ealles þæs, ðe ic æfre ongean þinne mæran willan geworhte dæges oððe nihtes, gewealdes oððe ungewealdes, on worde oððe on weorce oððe on minum þystrum geþance."
[000500 (12)],"    Heofona heah cyning & ealles middaneardes alysend, gemiltsa me earminge, swa swa þin mæra willa sy, & syle me minra gylta arfulle forgifenysse ge on þissum life ge on þam toweardan."
[000600 (14)],"    & min drihten, forgif me soðe hreowe & andetnesse & bote minra gylta & ahwyrf me fram minum unrihtwisnyssum to þinum willan & to minre þearfe."
[000700 (16)],"    & min drihten, forgif me rihtne geleafan & soðe lufe & eadmodnysse & arfæstnysse & clænnysse & onbryrdnesse & strenðo wið deofles costnunge & geþyld on earfoþnysse & gemetfæstnysse on gesundfulnysse."
[000800 (20)],"    & min drihten, gehnexa þa heardnysse minre þære stænenan heortan & forgif me teara genihtsum þæt ic mæge þa misdæda bewepan & behreowsian þe ic earming dæghwamlice ongean þinne willan wyrce."
[000900 (22)],"    & min drihten, onhliht minre heortan geþanc mid lifes andgite & onhliht mine word & dæda & minne lichoman & sawle & min lif mid gastlicum andgyte & forgif me þine mildheortnesse ge on þisum life ge on þam toweardan."
[001000 (26)],"    Min drihten ælmihtig god, sy ðe lof & wuldor & þanc a on ecnesse & eallum þinum halgum ealra þara gyfena & mildsa & goda þe ðu me æfre forgeafe & ealra þæra ara þe ðu me synfullum to forlæte."
[001100 (29)],"    Ic bidde ðe min drihten eadmodlice þæt ðu me gehelpe & ealra minra freonda & maga & eallra ðæra þe to minre gebedræddene ðencað & hihtað, libbendra & forðgewitenra."
[001200 (31)],    & forgif þam libbendum gesundfulnesse on þisum life ge on þam towardan ece myrliðe & syle þam forðgewitenum ealra heora gylta arfulle forgifenysse & heofona rices gefean a on ecnysse.
[001300 (34)],    Eac ic bidde ðe min drihten þæt ðu gemildsige eallum þam ðat me god dydon & god tæhton & syle ece forgifenysse eallum þam de me yfel cwædon oððe geþohtan oððe gyta to donne ðencað.
[001400 (37)],"    Drihten heofona heah cyning, gestranga hi to ðinum willan & gemildsa eallum cristenum folce libbendum & forðgewitenum eallum þam ðe fulluhtes bæð underfengon for ðinum naman, Amen."
