id,text
[000100 (2)],    Hælendes hehseld.
[000200 (2)],    Ælfwine.
[000300 (3)],    Hu se <engyl> ongon ofermod wesan.
[000400 (3)],    Her se hælend <gesceop> helle heom to wite.
[000500 (3)],    Her se.
[000600 (6)],    Her <he> gesyndrode wæter and eorðan.
[000700 (7)],    Her he todælde dæg wið nihte.
[000800 (9)],    Her godes englas astigan of heouenan into paradisum.
[000900 (9)],    Her drihten gescop adames wif euam.
[001000 (9)],    Her drihten gewearp sclep on adam and genam him an rib of þa sidan and gescop his wif of þam ribbe.
[001100 (9)],    Eva.
[001200 (9)],    Michael.
[001300 (56)],    Seth wæs sæli.
