id,text
[000100 (1)],    Þis is þæra C hyda landboc þe Æþelstan cyng edniwan gebocode into þam bisceopstole to ealdan mynstre to lofe þære halgan þrynnysse.
[000200 (3)],    And þam halgan apostolum Petre & Paule swa swa cynewalc cing hit ær þydær in gæbocode hæfde for his sawla & for ellæs his leodscypes gesundfullnessæ.
[000300 (7)],    Ðis synd þa landgemero to Duntune erest of crawan crundul on wereðan hille on fyrdinges lea.
[000400 (8)],    On ebles burnan to afene.
[000500 (8)],    On wisere.
[000600 (9)],    On ða fulan lace.
[000700 (9)],    On earnes beorch.
[000800 (9)],    On dic.
[000900 (9)],    Æt beoredes treowe.
[001000 (10)],    On þone hearepoð to healdangrafe.
[001100 (10)],    Þonne on þone hagan to witan wyrðe.
[001200 (11)],    On dyre broc.
[001300 (11)],    On welewe.
[001400 (11)],    On þa dic æt Hicheleswyrðe.
[001500 (12)],    Þonne ofer þone feld on hagan ut þurh brember wudu on þone stenenan stopul andlang herepaðes to fobban wylle.
[001600 (13)],    Andlang herepaðes to þes hagan ende to feger hylde forda.
[001700 (14)],    On þone hagan on ceorles hlewe.
[001800 (15)],    On crawan crundul.
[001900 (15)],    Þonne on ða yferan gemere.
[002000 (16)],    On ebles burnan.
[002100 (16)],    On stretford.
[002200 (16)],    On hrofan hric.
[002300 (16)],    Andlang weges on þa dic to bymera cumbe.
[002400 (17)],    And þer þwyres ofer þreo crundelas.
[002500 (17)],    Ofer þa stret.
[002600 (18)],    Þwyres ofer ða dune to wudu beorh hylle ofer berigan cumb on eblesburnan.
[002700 (19)],    On stretford.
[002800 (19)],    On beordune.
[002900 (19)],    On þes hlinces ende.
[003000 (20)],    On þone smalan weg.
[003100 (20)],    Ofer higcumb.
[003200 (20)],    On þan smalan wege.
[003300 (20)],    On ðene stan.
[003400 (21)],    On<../images/tbar.gif>heð westeweard.
[003500 (21)],    On þone beorch.
[003600 (21)],    To þam hric wege.
[003700 (22)],    Þonne est andlang hricg weges.
[003800 (22)],    To bryt fordinga land sceare.
[003900 (22)],<../images/tbar.gif>suð on stret ford.
