id,text
[000100 (1)],    Ærest fram myðam in cyrstelmælac.
[000200 (1)],    Of cyrstelmælac in eastende teoue lege.
[000300 (2)],    Of teofe leage in þæt syrf treow.
[000400 (2)],    Of þam syrf treowe.
[000500 (3)],    In<../images/tbar.gif>rug mapel treow in forweard werdune.
[000600 (3)],    Of foreweard wer dune oð midde wearde wer.
[000700 (4)],    Of midde wer dune in werdun broc.
[000800 (5)],    Of midde wer dune broce in middan wearde langan dune.
[000900 (5)],    Of middan wearde langan dune in sceap weg.
[001000 (6)],    Of scearp weg in hwæta leage.
[001100 (7)],    Of hwæta lege in hens broc.
[001200 (7)],    Of hens broce in salwarpan.
[001300 (8)],    Of seal warpan in holan weg.
[001400 (8)],    Of þam weg in ða hwitan biricean.
[001500 (9)],    Of þære birican in alcherdes ford.
[001600 (9)],    Eft of salwarpan in þa ifihtan ac.
[001700 (10)],    Of þære ac in þa mærac.
[001800 (10)],    Of þære ac in bennic æcer.
[001900 (10)],    Of þam æcere in cærsa bæt.
[002000 (11)],    Of þam bæte in pipan.
[002100 (11)],    Of pipan in wiði broc.
[002200 (12)],    Of þam broce in þæt þruh.
[002300 (12)],    Of þam þrug in holan weg.
[002400 (13)],    Of þam wege in bridenan brygge.
[002500 (13)],    Of þære brigge in cumb.
[002600 (13)],    Of þam cumbe in ale beardes ac.
[002700 (14)],    Of þære ac in þa heort sole.
[002800 (14)],    Of þære sole in þa þisle.
[002900 (15)],    Of þære ðisle eft in ða myþan.
