id,text
[000100 (1)],Hæc sunt etenim termini predicti agelli circum jacentia.
[000200 (1)],    An norðan fram ceddan leage to langan leage bromleaginga mearc & liofshema ðanne fram langan leage to ðam won stocce ðanne fram ðam won stocce be modinga hema mearce to cinta stiogole.
[000300 (5)],    Ðanne fram cinta stiogole be modinga hema mearce to earnes beame ðanne fram earnes beame cregsetna haga an easthalfe sced hit to liowsan dene ðanne fram liowsan dene to swelgende ðanne fram swelgende cregsetna haga to sioxslihtre.
[000400 (8)],    Ðanne fram sioxslihtre to fearnbiorginga mearce fearnbiorginga mearc hit sced to cystaninga mearcæ cystaninga mearc hit sced suðan toweard setle ðanne fram weard setle cystaninga mearc to wichæma mearcæ.
[000500 (11)],"    Ðanne sio west mearc be wichema mearcæ ut to bipplestydæ ðanne fram bipplestydæ, to acustydæ to biohahhema mearcæ fram acustyde to ceddanlege."
[000600 (15)],    Ðanne belimpoð ðer to ðam londe fif denn an anut walda.
[000700 (15)],    Broccesham ðes dennes nama.
[000800 (16)],    Ðes oðres dennes nama sænget hryg.
[000900 (17)],    Billan ora is ðes ðriddan nama.
[001000 (17)],    Ðanne twa denn an gleppan felda.
