id,text
[000100 (1)],    Æræst of Terstan upp on Iww cumb.
[000200 (2)],    Of Iwwa cumbe on wænhyrste.
[000300 (3)],    Of wænhyrste on ðone ealde iw.
[000400 (3)],    Ðonone of ðon iwe to Lullan setle.
[000500 (4)],    Of Lullan setle to beocera gente.
[000600 (5)],    Of beocere gente to horsweges heale.
[000700 (5)],    Of horsweages heale to æppen lega.
[000800 (6)],    Of hæppen lege to Higsolon.
[000900 (7)],    Of Higsolon on fæstan ac.
[001000 (7)],    Of fæstan ac on feora burnan æwylman.
[001100 (8)],    Of feora burnan to ceomman bricge.
[001200 (9)],    Of ceomman bricge to wyrtwalun.
[001300 (9)],    Up be wyrtwalun oð Cerswyll.
[001400 (10)],    Of Cæorswylle up to ðam ellene.
[001500 (11)],    Of ðam ellene to populfinige.
[001600 (11)],    Of populfinige to Lambhyrste.
[001700 (12)],    Of Lambhyrste to huntan wican.
[001800 (13)],    Ðonone eft on Terstan.
