id,text
[000100 (1)],"    Be Mirciscan aðe: Twelfhendes mannes að forstentVIceorla að; forðam, gif man þone twelfhendan man wrecan scolde, he bið fulwrecen on six ceorlan, & his wergild bið six ceorla wergild."
[000200 (2)],"    Be gehadodra manna aðe; & be hadbote: Mæssepreostes að & worldþegnes is on Engla lage geteald efendire for ðam seofon cirichadan, þe se preost þurh Godes gife geþeah, þæt he hæfde."
