id,text
[000100 (1)],    Ðonne on pentecostenes mæsseæfen ærist sceal rædingTemptauit deus.
[000200 (2)],    Ðonne canticCantemus.
[000300 (3)],    Þonne collectaDeus qui in Abrahe.
[000400 (4)],    Þonne rædingScripsit Moyses.
[000500 (5)],    Ðonne canticUinea facta est.
[000600 (6)],    Þonne collectaDeus qui nobis.
[000700 (7)],    Þonne rædingAdprehendent.
[000800 (8)],    Þonne trahtAdtende celum.
[000900 (9)],    Ðonne þis gebedDeus qui nos ad celebrandum.
[001000 (10)],    Þonne rædingAudi Israel.
[001100 (11)],    Þonne canticSicut ceruus.
[001200 (12)],    Ðonne collectaOmnipotens sempiterne deus.
[001300 (13)],"    Þonne þis beo gedon, ðonne singe man seofonfealde letanias and swa gangende to þam fante mid fiffealdan letanian and æfter þam halgige mann þonne fant and þaræfter gangende eft binnan mid þrimfealdan letanian ealswa on æsteræfen."
