id,text
[000100 (4)],"Concedo ecclesie Dei genitricis Marie Glastonie & venerabili viro Dunstano quem ibidem abbatem; constitui libertatem & potestatem jura, consuetudines & omnes forisfacturas omnium terrarum suarumBurhgerihta & hundredsetena & athas & Ordelas & Infangeneþeofas, Hamsocne & frithbrice & forestealle & tol & team."
