id,text
[000100 (1)],    Ðis sint þæs landes gemære æt cumtune ærest of hricg wege on þæt wide geat of þan widan geate on æþelmes hlinc on forwerde dune of æþelmes hlince on icen hilde weg of icenhilde wege on bican dic of bicandice in on swyn broc.
[000200 (4)],    Of swyn broce on þone bradan þorn be westan mere of þan þorne on þa readan dic &lang þære dic on hildes hlæw.
[000300 (6)],    Of hildes hlæwe on blæc pytt.
[000400 (6)],    Of blæc pytte &langes þære westran risc ræwe innan swynbroc of swynbroce on read.
[000500 (8)],    Of Ræde on hwittuces hlæwe on icen hilde weg.
[000600 (8)],    Of icen hilde wege on mæres crundel.
[000700 (9)],    Of mæres crundelle on dinra beorh.
[000800 (10)],    Of dinra beorge on hricg weg of hricg wege on fearn hylles slæd.
[000900 (10)],    Of fearn hylles slade to hæsl hylle suþeweardre.
[001000 (11)],    Of hæsl hylle west on þone grenan weg &lang weges to þære gedrifonan furh andlang fyrh oþ hit cymð on<../images/tbar.gif>wide geat be eastan welandes smidðan.
