id,text
[000100 (1)],    Wuillelm cincg gret mine biscopes & mine eorllas & ealle mine þegnas on þam scyran þær þær Wulfwold abbod hafað land inne & menn freondlice.
[000200 (3)],    And ic kyðe eow þæt ic ann him þæt he beo his sacca worðe & his socne & tolles & teames & infangenes þeofes & griþbryce & forsteall & hamsocne swa full & swa forð swa æniman fyrmest hafaðe on minan wealde.
[000300 (6)],    And ic kyðe eow þæt ic wille þæt þæt land æt Ceorlecumbe ligge into sancte Petres mynstre on Baðan swa full and swa forð swa hit æfre fyrmest wæs on eallan þingan.
[000400 (9)],    God eow gehealde.
[000500 (10)],    Divisiones: þis syndon þæra feower hida landgemæra æt Ceorlacumbe Arest on hrammes wyll to hrammes cumbe.
[000600 (11)],    Of hrammes cumbe to ælmundes hylle.
[000700 (12)],    Of ælmundes hylle to hæccilege.
[000800 (12)],    Of hæccilege to kycca wylle innan lambroc.
[000900 (13)],    Andlang brokes to dealla wyrðe dic.
[001000 (14)],    Of dealla wyrðe dic innan mutta cumbe.
[001100 (14)],    Of mutta cumba innan hwita wylle.
[001200 (15)],    Of hwita wylle to beornwines crundlan.
[001300 (16)],    Of ðan crundlan to þan grenan hylle.
[001400 (16)],    Of ðan hylle to crawæn hylle.
[001500 (17)],    Of crawæn hylle on ða ealdan dic.
[001600 (17)],    Andlang þere dic est on gerihte bilantes dune ecge eft on hrammes wyll.
