id,text
[000100 (1)],"    Her Æþelstan cyning, eorla dryhten, beorna beahgifa, and his broþor eac, Eadmund æþeling, ealdorlangne tir geslogon æt sæcce sweorda ecgum ymbe <Brunanburh>."
[000200 (5)],"    Bordweal clufan, heowan heaþolinde hamora lafan, afaran Eadweardes, swa him geæþele wæs from cneomægum, þæt hi æt campe oft wiþ laþra gehwæne land ealgodon, hord and hamas."
[000300 (10)],"    Hettend crungun, Sceotta leoda and scipflotan fæge feollan, feld dænnede secga <swate>, siðþan sunne up on morgentid, mære tungol, glad ofer grundas, godes condel beorht, eces drihtnes, oð sio æþele gesceaft sah to setle."
[000400 (17)],"    Þær læg secg mænig garum ageted, guma norþerna ofer scild scoten, swilce Scittisc eac, werig, wiges sæd."
[000500 (20)],"    Wesseaxe forð ondlongne dæg eorodcistum on last legdun laþum þeodum, heowan herefleman hindan þearle mecum mylenscearpan."
[000600 (24)],"    Myrce ne wyrndon heardes hondplegan hæleþa nanum <þæra> <þe> mid Anlafe ofer æra gebland on lides bosme land gesohtun, fæge to gefeohte."
[000700 (28)],"    Fife lægun on þam campstede cyningas giunge, sweordum aswefede, swilce seofene eac eorlas Anlafes, unrim heriges, flotan and Sceotta."
[000800 (32)],"    Þær geflemed wearð Norðmanna bregu, nede gebeded, to lides stefne litle weorode; cread cnear <on> flot, cyning ut gewat on fealene flod, feorh generede."
[000900 (37)],"    Swilce þær eac se froda mid fleame com on his cyþþe norð, Costontinus, har <hilderinc>, hreman ne þorfte mæca gemanan."
[001000 (40)],"    He wæs his mæga sceard, freonda gefylled on folcstede, beslagen æt sæcce, and his sunu forlet on wælstowe wundun <forgrunden>, giungne æt guðe."
[001100 (44)],"    Gelpan ne þorfte beorn blandenfeax bilgeslehtes, eald inwidda, ne Anlaf þy ma."
[001200 (47)],"    Mid heora herelafum hlehhan ne þorftun þæt heo beaduweorca beteran wurdun on campstede <cumbolgehnastes>, garmittinge, gumena gemotes, wæpengewrixles, þæs hi on wælfelda wiþ Eadweardes afaran plegodan."
[001300 (53)],"    Gewitan him þa Norþmen nægledcnearrum, dreorig daraða laf, on Dinges mere ofer deop wæter Difelin secan, eft <Iraland>, æwiscmode."
[001400 (57)],"    Swilce þa gebroþer begen ætsamne, cyning and æþeling, cyþþe sohton, Wesseaxena land, wiges hremige."
[001500 (60)],"    Letan him behindan hræw bryttian saluwigpadan, þone sweartan hræfn, hyrnednebban, and þane hasewanpadan, earn æftan hwit, æses brucan, grædigne guðhafoc and þæt græge deor, wulf on wealde."
[001600 (65)],"    Ne wearð wæl mare on þis eiglande æfre gieta folces gefylled beforan þissum sweordes ecgum, þæs þe us secgað bec, ealde uðwitan, siþþan eastan hider Engle and Seaxe up becoman, ofer brad brimu Brytene sohtan, wlance wigsmiþas, <Wealas> ofercoman, eorlas arhwate eard begeatan."
