id,text
[000100 (1)],    Ðis synd þa landgemere to Alresforda.
[000200 (1)],"    Ærest of Cendefer, on ða andheafda."
[000300 (2)],    Andlang andheafda on þa witan dic.
[000400 (2)],    Andlang dic on beorlea.
[000500 (3)],    Of beorhlea andlang mearcweges on smalan dene.
[000600 (3)],"    Þonon to Bucgan oran, þonon ford be wyrtdene."
[000700 (4)],    Andlang dene to wuda.
[000800 (4)],    Swa be mearce to grenmenes stigele.
[000900 (5)],    Þonon to lammeres geate.
[001000 (5)],    Of þam geate to bohmeres stigele.
[001100 (6)],    Þonon to bealmmeres geate.
[001200 (6)],    Of þam geate to Hamerdene geate.
[001300 (7)],    Þonon to hremmescumbes geate.
[001400 (7)],    Þonon to etges geate.
[001500 (8)],    Þonon to dunnes stigele.
[001600 (8)],    Þonon on wytleage.
[001700 (8)],    Þonne to þere bradan æc.
[001800 (9)],    Þonne andlang mearce to Dregtune on þone ford.
[001900 (9)],    Of ðam forda to Wudaforda.
[002000 (10)],    Þonon suð andlang mearce to þes gores suð ende.
[002100 (11)],    Þonne andlang mearce inon ewillas.
[002200 (11)],    Andlang ewillas inon Ticceburnan.
[002300 (12)],    Andlang Ticceburnan on Icenan.
[002400 (12)],    Andlang Icenan þer Cendefer & Icene cumað togædere.
[002500 (13)],    Andlang Cendefer þer hit ær up eode.
