id,text
[000100 (1.18)],    Ðys godspel gebyrað on mydewyntres mæsseæfen.
[000200 (2.1)],    Ðys sceal on twelftan dæg.
[000300 (2.13)],    Ðys godspel sceal on cyldamæssedæg.
[000400 (2.19)],    Ðys sceal on twelftanæfen.
[000500 (3.1)],    Ðys sceal on wodnesdæg on þære þryddan wucan ær myddanwyntra.
[000600 (3.13)],    Ðys sceal on wodnesdæg ofer twelftan dæg.
[000700 (4.1)],    Ðys godspel sceal on halgan dæg.
[000800 (4.12)],    Ðys sceal on frigedæg ofer twelfta dæg.
[000900 (4.18)],    Ðis godspel sceal on Andreas mæssedæg.
[001000 (4.23)],    Ðis sceal on frigedæg on þære þryddan wucan ofer twelftan dæg.
[001100 (5.1)],    Ðis godspel gebyrað to ealra halgena mæssan.
[001200 (5.17)],    Ðys godspel sceal on þone oðerne wodnesdæg ofer pentecosten.
[001300 (5.20)],    Ðis godspel sceal on þone feorðan sunnandæg ofer pentecosten.
[001400 (5.25)],    Ðis godspel sceal on wodnesdæg on þære þryddan wucan ofer pentecosten.
[001500 (5.31)],    Ðis sceal on wodnesdæg on þærexviwucan ofer pentecosten.
[001600 (5.43)],    Ðis sceal on wodnesdæg on þære systeoðan wucan ofer pentecosten & on frigedæg innan þære cyswucan.
[001700 (6.16)],    Ðys gebyrað tocapud ieiuniion wodnesdæg.
[001800 (6.24)],    Ðys sceal on þone syxteoðan sunnandæg ofer pentecosten.
[001900 (7.1)],    Ðys sceal on þone feorðan sunnandæg ofer pentecosten.
[002000 (7.7)],    Ðys godspel sceal to gangdagon.
[002100 (7.15)],    Ðys godspell gebyrað on þære nygoðan wucan ofer pentecosten.
[002200 (7.28)],    Ðys sceal on þone þryddan sunnandæg ofer epiphaniam.
[002300 (8.14)],    Ðis gebyrað on frigedæg on þære twa and twentugoðan wucan ofer pentecosten.
[002400 (8.19)],    Ðis sceal on wodnesdæg on þære feorðan wucan ofer twelftan dæg.
[002500 (8.23)],    Ðis sceal on þone feorðan sunnandæg ofer twelftan dæg.
[002600 (9.1)],    Ðis godspel sceal on sunnandæg on þære twentugoðan wucan ofer pentecosten.
[002700 (9.8)],    Ðis godspel sceal on Sancte Matheus mæsseæfen.
[002800 (9.14)],    Ðis sceal on frigedæg on þære oðre easterwucan.
[002900 (9.18)],    Ðis sceal on sunnandæg on þære fif & twentugoðan wucan ofer pentecosten.
[003000 (9.27)],    Ðis sceal on wodnesdæg on þærexiiiwucan ofer pentecosten.
[003100 (10.16)],    Ðys godspel sceal to manegra martyra mæssedæge.
[003200 (10.26)],    Ðys godspel gebyrað to anes confessores mæssedæge.
[003300 (10.37)],    Ðys godspel gebyrað to anes martyres mæssedæge.
[003400 (11.2)],    Ðys gebyrað on þære ærran wucan ær myda wyntra.
[003500 (11.20)],    Ðys godspel gebyrað on frigedæg on þære þrytteoðan wucan ofer pentecosten.
[003600 (11.25)],    Ðys sceal on wodnesdæg on þære syxtan wucan ofer pentecosten.
[003700 (12.1)],    Ðys sceal on frygedæg on þære eahtoðan wucan ofer pentecosten.
[003800 (12.14)],    Ðys sceal on wodnesdæg on þærexiiiiwucan ofer pentecosten.
[003900 (12.22)],    Ðys sceal on þone þryddan sunnandæg innan lencten.
[004000 (12.30)],    Ðys sceal on wodnesdæg on þære twelftan wucan ofer pentecosten.
[004100 (12.38)],    Ðys sceal on wodnesdæg on þære forman lenctenwucan.
[004200 (13.44)],    Ðys godspel sceal to Sancta Agnan mæssan.
[004300 (14.22)],    Ðys godspel sceal inoctabas Petri et Pauli.
[004400 (15.1)],    Ðys godspel gebyrað on þone þryddan wodnesdæg innan lenctene.
[004500 (15.22)],    Ðys godspel gebyrað on þone forman þunresdæg innan lenctene.
[004600 (15.32)],    Ðys godspel gebyrað on þære eahtoðan wucan ofer pentecosten.
[004700 (16.1)],    Ðys sceal on wodnesdæg on þære eahtoðan wucan ofer pentecosten.
[004800 (16.13)],    Ðys godspel gebyrað on Petres mæssedæg.
[004900 (16.24)],    Ðys godspel sceal on Sancte Laurentius mæssedæg.
[005000 (16.28)],    Ðys sceal on sæternesdæg on þære forman lencten wucan.
[005100 (17.10)],    Ðys sceal on frigedæg on þære fiftan wucan ofer pentecosten.
[005200 (17.14)],    Ðys sceal on wodnesdæg to þam fæstene ær hærfestes emnyhte.
[005300 (18.1)],    Ðys sceal on Sancte Michaeles mæssedæg.
[005400 (18.15)],    Ðis sceal on tiwesdæg on þære þryddan lenctenwucan.
[005500 (18.23)],    Ðys sceal on þærexxiiiwucan ofer pentecosten.
[005600 (19.27)],    Ðys sceal to Sancte Paulus mæssedæge and to Sancte Benedictus.
[005700 (20.1)],    Ðys sceal on þone sunnandæg þe man belycð alleluia.
[005800 (20.17)],    Ðys godspel gebyrað on wodnesdæg on þære oðre lenctenwucan.
[005900 (20.29)],    Ðys sceal on sæternesdæg on þære pentecostenes wucan to þam ymbrene.
[006000 (21.1)],    Ðys sceal on þære feorðan wucan ær mydda wyntra.
[006100 (21.23)],    Ðys sceal on wodnesdæg on þære fiftan wucan ofer pentecosten.
[006200 (21.33)],    Ðys sceal on þære oðre wucan innan lenctene on frigedæg.
[006300 (22.15)],    Ðys godspel sceal onxxiiiwucan ofer pentecosten.
[006400 (22.33)],    Ðys sceal on þære wucan ofer pentecosten.
[006500 (23.13)],    Ðys sceal on frigedæg on þære nygeðan wucan ofer pentecosten.
[006600 (23.34)],    Ðys godspel sceal on Sancte Stefanes mæssedæg.
[006700 (24.42)],    Ðys godspel sceal to mænies confessores mæssedæge.
[006800 (25.1)],    Ðys sceal to haligra fæmnena mæssedæge.
[006900 (25.14)],    Ðys godspel gebyrað on Sancte Sylvestres mæssedæge & to oðra confessorum.
[007000 (25.31)],    Ðys sceal on monandæg on forman fæstendæg.
[007100 (26.2)],    Ðes passio sceal on palmsunnandæg.
[007200 (28.1)],    Ðys sceal on easteræfen.
[007300 (28.8)],    Ðis sceal on frigedæg on ðære oðre easterwucan.
[007400 (28.16)],    Ðis sceal on frigedæg innan ðære easterwucan.
