id,text
[000100 (1)],    Ðis wæs gedon ymbeVIIIIhund wintra and eahta and hund seofantig and on þy eahtateoþan geare þe Oswold arcebisceop to folgoðe fenc.
[000200 (3)],"Sanctae Mariae et sanctus Michahel, cum sancto Petro, and eallum Godes halgum gemiltien þis haldendum, gief hwa buton gewrihtum hit abrecan wille hæbbe him wið God gemæne buton he to dædbote gecyrre, Amen."
[000300 (8)],    Ðis syndon þa landgemæru æt Tredinctune.
[000400 (8)],"    Of Buddan broce westrihte on þæt sic, þæt swa be þæm heafdum on ðone dic."
[000500 (10)],    Ondlong dices on þone broc.
[000600 (11)],    Ondlong broces on þone stanihtan ford.
[000700 (11)],    Of ðæm forda ondlong weges to middelriþige west.
[000800 (12)],    Ondlong riþies on þone pytt.
[000900 (13)],"    Of þæm pytte on þone dic, þæt on mærþorne."
[001000 (14)],    Of þæm þorne norð on þone hwitan stan.
[001100 (14)],    Of þæm stane ondlong dices þeh sio dic forscoten wære.
[001200 (16)],    On þæt riþig to ylman dunes gemære.
[001300 (16)],    Ondlong riþiges on þone dic.
[001400 (17)],"    Of þæm dice to þæm mædwum wið suðan þa mædwa bi þara acra heafdum, and swa on þæt riþig."
[001500 (19)],    Ondlong riþiges on þa sondseaðas.
[001600 (19)],    Of ðæm seaþum ondlong þæs riþies eastrihtes on Buddan broc.
[001700 (21)],    Up ondlong broces þæt hit cymæþ on anne micelne dic eastriht in fos.
[001800 (22)],"    Ondlong fos on aldan stobb, þonon west ondlong riþiges in þone broc foran ongean þæt oðer gemære, and þæt mylenstall andVIæcras þærto, andVIfoþra truses ælce geare on Bloccanlea."
[001900 (26)],    Her is seo hondseten.
