id,text
[000100 (1)],    Ðis is seo boc þæ Æðelstan cing gæbocode Ælfheagæ bisceope to þam bisceop stolæ on Winceastre of Ticceburnan.
[000200 (3)],Termini telluris prescripte sic dilatantur.
[000300 (3)],    Ærest on ellen forð.
[000400 (4)],    Of ellen forda on cealc swyðe dell.
[000500 (4)],    Of cealc swyðe delle on melan beorh.
[000600 (5)],    Of mælan beorge on hig leage.
[000700 (5)],    Of hig leage.
[000800 (5)],    On langan leage.
[000900 (6)],    Of langan leage.
[001000 (6)],    On tyrig hege.
[001100 (6)],    Of tyrig hege.
[001200 (6)],    On æscs.
[001300 (6)],    Of þam ægscce to steortan leage.
[001400 (7)],    Of steortan leage.
[001500 (7)],    Eall swa þæt heah hylte scæt to scagan.
[001600 (8)],    Of scagan eall swa þio wrid wale scæt of hit cymð to woh hlincan on þæne ymb stocc.
[001700 (9)],    Of ðam ymb stocce on wiðig mære.
[001800 (10)],    Of wiðig mære on þæne æscstubb.
[001900 (10)],    Of þam æscstubbe.
[002000 (11)],    On earnes beorh.
[002100 (11)],    Of earnes beorge on syfan wyllan.
[002200 (11)],    Of syfan wyllan on hafeces del.
[002300 (12)],    Of hafeces delle.
[002400 (12)],    On isengrafas.
[002500 (12)],    Of isengrafan to aþulfes heale.
[002600 (13)],    Of aþulfes heale to langan leage.
[002700 (13)],    Of langan leage to mænan leage.
[002800 (14)],    Of menan leage.
[002900 (14)],    To wines heafdan.
[003000 (14)],    Of wines heafdan on ellen ford.
