id,text
[000100 (1)],    Þis sindon þæra X hida landgemæru æt Prisctune.
[000200 (1)],    Ærest on þone ealdan edenan ford of þam forda on hwitda cumb.
[000300 (2)],    Andlang cumbes ongæn strem.
[000400 (3)],    On þone herepaþ.
[000500 (3)],    Andlang herepaðes west on þone þyrla stan.
[000600 (4)],    Of þam stane on þone haran stan.
[000700 (4)],    And of þan stane.
[000800 (5)],    Innan þone ealdan sele.
[000900 (5)],    And of þam sele norþ on gerihte innan loxan.
[001000 (6)],    Andlang loxan.
[001100 (6)],    Ongen stren on leommannes graf.
[001200 (6)],    Westeweardan þonne norþ andlang þære ealdan dic on readan ford.
[001300 (7)],    Of reada forda on þa stræt.
[001400 (8)],    Andlang stræt up on gerihte on wynma dune westewearde on þone herepað.
[001500 (9)],    Andlang herepaðes east on gerihte on ælfsiges stan.
[001600 (10)],    Of þam stane eft adun on þone ealdan edenan ford.
[001700 (11)],Divisiones æsctunæ.
[001800 (12)],    Þis synd þa land gemæru þara III hyda to æsctune.
[001900 (12)],<../images/tbar.gif>is fram heort leage westeweardre andlanges mærheges<../images/tbar.gif>up on wadham.
[002000 (13)],    Þonne be egce on eanswyþe wyllas.
[002100 (14)],    Þonne up rihte on þa hwyrfel dic.
[002200 (15)],    Fram þære dic.
[002300 (15)],    To þam crundelum.
[002400 (15)],    Fram þam crundelum oþ midne þone þone readan weg.
[002500 (16)],    Þonne adunrihte ut þurh þone sceagan.
[002600 (17)],    Oþ þa lege þonne be wyrttruman oþþa rode neoþewearde.
[002700 (17)],    Þonne be westan rode oþ sticelan stig.
[002800 (18)],    Þonne be þære stige oþþa ealdan dic.
[002900 (19)],    Þonne west andlang dic.
[003000 (19)],    On þone æsc.
[003100 (19)],    Þonne norþ on gerihte on<../images/tbar.gif>ealde hlipiget.
[003200 (20)],    Of þam gete &lang herpoþes.
[003300 (20)],    On<../images/tbar.gif>fule sloh.
[003400 (20)],    Of þam slo west be wyrttruman to cocggan hylle.
[003500 (21)],    Þonne be graue neoþeweardan oþ cattys gett.
[003600 (22)],    Þonne be ecge oþ holan wege.
[003700 (22)],    Eft be ecge oþ holan wylle.
[003800 (23)],    Þonne to þam lam pytte.
[003900 (23)],    Fram þam pytte east on þa hæþenan byrigelsas.
[004000 (24)],    Þonne of þam byrgelsum to þam sealtherpoþe.
[004100 (25)],    Andlang herpoþes oþ æþelmodes wudu.
[004200 (25)],    Þonne suþ be wuda oð eddes dene.
[004300 (26)],    Of þære dene middeweardre licgaþ twegen æceras on norþhealfe.
[004400 (27)],<../images/tbar.gif>eft on þa ilcan dene.
[004500 (27)],    Andlanges dene eft on mærweg.
[004600 (28)],    Andlang mærweges on mapodor leage.
[004700 (28)],    Be easton þere leage twegen æcreas.
[004800 (29)],    Of þam æcerum on hlemmes dene.
[004900 (29)],    Andlang dene on hlamnys wylle.
[005000 (30)],    Andlang broces to þæs cinges gemyþan.
[005100 (30)],    Of þam gemyþan west be broce to linleg wylle.
[005200 (31)],    Of þære wylle on þa hyle.
[005300 (31)],    Þonne be þære hyle upp andlang slædes to hafoc wylle.
[005400 (32)],    Of hafoc wylle.
[005500 (32)],    Eft on heort leage westeweardre.
