id,text
[000100 (1)],    Ðis sant ða landimare ðare twentiwe hiwe at Tissebiri.
[000200 (2)],    Arest ðe cigel marc scheð on nodre andlang stremes oð Gofesdene.
[000300 (3)],    Ðannen to ðere twichenen.
[000400 (3)],    Of ðere twichene on Wilburge imare on ðane grene wei on wermundes trew.
[000500 (5)],    Of wermundes tre adun richt inne ðe imade of ðane miðon anlang stremes on ðane ealde wdeforde on ðare grene wei on neðe heuedstokes.
[000600 (8)],    Of ðanne heuedstocken forð be twelf aceron ðat it comet to wealwege.
[000700 (9)],    Ðanen to higwege.
[000800 (9)],    Ðannen to wdesfloda.
[000900 (10)],    Ðannen to suðames forde anlange hegereawe ðat it comet to nodre.
[001000 (11)],    Anlang nodre on semene.
[001100 (12)],    Anlang semene to rodelee.
[001200 (12)],    Ðanen on ðere hwiten mercs.
[001300 (13)],    Ðannen on mapeldere hille.
[001400 (13)],    Ðannen on ða stigele.
[001500 (14)],    Ðannen on sapcumbe.
[001600 (14)],    Ðannen forder west on cures rigt.
[001700 (15)],    Ðanne cyrder it norð on poles leage.
[001800 (15)],    Ðannen on mare broc.
[001900 (16)],    Ðanen on wiðig broch.
[002000 (16)],    Ðanen on sidinic mor.
[002100 (17)],    Ðannen forð on cnugel lege and on hiclesham.
[002200 (18)],    Ðannen on mearc wei.
[002300 (18)],    Of ðane wege anlang hrigces to inpedeforde.
[002400 (19)],    Anlang weges ðat it cumet to funtgeal on ðone herpoð.
[002500 (20)],    Ðannen to gificancumbe.
[002600 (20)],    Anlang cumbe to stan weie.
[002700 (21)],    Anlang hrygges to ðere litlen lege.
[002800 (22)],    Ðannen on Leofriches imare.
[002900 (22)],    Forð be gemare eft on funtal of fintes hrigce.
[003000 (23)],    Anlang hrigces to Alfgares imare.
[003100 (24)],    Forðer be his imare oð heuedstoccas.
[003200 (24)],    Ðanen to cigelmerc broce.
[003300 (25)],    Anlang stremes eft on nodre.
