id,text
[000100 (1)],"    Ic on wincle gefrægn <weaxan> nathwæt, þindan ond þunian, þecene hebban; on þæt banlease bryd grapode, hygewlonc hondum, hrægle þeahte þrindende þing þeodnes dohtor."
