id,text
[000100 (1)],"    Ærest of waddune andlang weges to ðan grestune, swa andlang ðæs grestunes dic to ðam wege on eastewardne ðæne tun."
[000200 (4)],    Swa andlang weges to ðære dice hyrnan.
[000300 (4)],    Swa andlang dic innon ðæne easc.
[000400 (5)],    Of ðan æsce innon ðæne ealdan mære.
[000500 (6)],    Of ðan ealdan mere innon ðam brece.
[000600 (7)],    Andlang breces innon rodstubban.
[000700 (7)],    Swa of rodstubban to lodderðorne.
[000800 (8)],    Swa of lodderðorne to flecgestane.
[000900 (9)],    Of fleccestane to ðan fearngaran.
[001000 (9)],    Of ðan fearngaran eft on waddune to ðan ealdan beche.
[001100 (11)],    And ðis sind ðæra wudabæra landgemæru æt ðæclege ðe ðerto hyreð.
[001200 (12)],    Ærest of ðan hæcce to Dudemæres hele.
[001300 (13)],    Of Dudemæres hele to mærclege.
[001400 (13)],    Of mærclege to stanlege.
[001500 (14)],    Of stanlege to ðære dunlege.
[001600 (14)],    Of ðære dunlege swa eft innon ðone hæcc.
