id,text
[000100 (1)],    This synt þa landgemære to Duntune.
[000200 (1)],    Ærest of þære readan hane on fobban wylle.
[000300 (2)],    Þonon on crawanlea on eblesburnan.
[000400 (3)],"    Andlang burnan on meorh þorn, þonon on ceorla hlæwe."
[000500 (4)],    Of ceorla hlæwe on crawan crundel.
[000600 (5)],    Þonon on fyrdinges lea.
[000700 (5)],    Of þam lea on eblesburnan.
[000800 (6)],    Andlang burnan utt on afene.
[000900 (6)],    Up ofer afene on earnes beorh.
[001000 (7)],    Þonon andlang hæmedes weges on haseloran.
[001100 (8)],    Þonon on wendenes wyrðe.
[001200 (9)],    Of wendænes wyrðæ thweores ofer þane holt to laneforda.
[001300 (10)],    Of laneforda æft on þa readan hane.
[001400 (11)],    Ðis synt þara XXX hida landgemæra on wiht þe þærto hyrad.
[001500 (12)],    Ærest of sæ up on æscstede.
[001600 (12)],    Þonon on þone gemotbeorh.
[001700 (13)],    Of þam beorge on swines heafod.
[001800 (14)],    Þonon on suðsæ.
[001900 (14)],    Upp of þære suðsæ on Eadgylses muþan.
[002000 (15)],    Andlang Eadgylses muþan on bican dæne.
[002100 (16)],    Þonon on Cawelburnan.
[002200 (16)],    Andlang Cawelburnan utt on norð sæ.
