id,text
[000100 (1)],    //f// feoh.
[000200 (2)],    //u// ur.
[000300 (3)],    //þ// þorn.
[000400 (4)],    //o// os.
[000500 (5)],    //r// rad.
[000600 (6)],    //c// cen.
[000700 (7)],    //g// gyfu.
[000800 (8)],    //w// wyn.
[000900 (9)],    //h// hegil.
[001000 (10)],    //n// ned.
[001100 (11)],    //i// is.
[001200 (12)],    //j// gyr.
[001300 (13)],    //g// eth.
[001400 (14)],    //p// peoih.
[001500 (15)],    //x// eolhx.
[001600 (16)],    //s// sigel.
[001700 (17)],    //t// tir.
[001800 (18)],    //b// beorc.
[001900 (19)],    //e// eoh.
[002000 (20)],    //m// man.
[002100 (21)],    //l// lagu.
[002200 (22)],    //ng// ing.
[002300 (23)],    //d// dæg.
[002400 (24)],    //oe// eðel.
[002500 (25)],    //oe// eðel.
[002600 (26)],    //a// ac.
[002700 (27)],    //æ// æsc.
[002800 (28)],    //y// yr.
[002900 (29)],    //ea// ear.
[003000 (30)],    //k// calc.
[003100 (31)],    //q// querð.
[003200 (32)],    //io// ior.
[003300 (33)],    //st// stan.
[003400 (34)],    //g// gar.
[003500 (35)],    //z// z.
