id,text
[000100 (1)],    Æryst up of clyst on ða ealdan dic.
[000200 (2)],    Of stræt on sicgan mores heafod.
[000300 (2)],    Þanon on þa ealdan dic on grendel up anlang grendel on þone ealdan ford.
[000400 (4)],    Þanon on piðig pytt.
[000500 (4)],    Þanon on wiðig ðyfel.
[000600 (4)],    Þanon on ða ealdan dic.
[000700 (5)],    Þanon on grendel of þæt reade clyf.
[000800 (5)],    Þanon on blindan wyll.
[000900 (6)],    Þanon on clænan splott suðe weardne.
[001000 (6)],    Þanon on gerihte on þone stan beorh.
[001100 (7)],    Þanon west rihte on ðone ealdan weg.
[001200 (7)],    Fram þam ealdan wege on þa ealdan þyrnan.
[001300 (8)],    Þanon west sceft rihte ofer ðone mor on þone weg on suð healfe þære langan dic.
[001400 (9)],    Þanon on grendel.
[001500 (10)],    Þanon on þa wiðig ræwe.
[001600 (10)],    Þanon forð eft on grendel.
[001700 (10)],    Þanon on clyst.
[001800 (12)],    Þis ys þære hyde land boc þe Eadgar cing gebocode æðelnoðe his þegne on ece yrfe.
[001900 (13)],    Boc To Clistwicon.
