id,text
[000100 (1)],    Þis sant þe landimare to cheselburne of lisebroke on þane fearngaren.
[000200 (2)],    Of þane fearngaren on þone ston istel.
[000300 (2)],    Of þan istelle anlang ricges on þa iheafde.
[000400 (3)],    Of þane iheafde on þane forð erthe acre.
[000500 (4)],    Of þane forerð akere on cheselburne stream.
[000600 (4)],    Of þane streame on þe twifelde dich of þare dich onne flescumbe on þane crundel.
[000700 (6)],    Of þane crundel on deulisc stream.
[000800 (6)],    Of þane streame on langhelee northward on langhelee on þe blaken þornes northward.
[000900 (7)],    Of þane blake þornen anlang hricge weges to þe beorge.
[001000 (8)],    Of þe berge on ðone crundel.
[001100 (9)],    Of þane crundele on ða holu suthward to deulisc streame.
[001200 (11)],    Þis is þe tweire hide boch at Winterburne þe Admund king ibokede Wenflede on echen halue into cheselburne.
[001300 (12)],    Þo sealde hire AlfsigeVhiden þar to eche halue.
[001400 (13)],    Þo ichte Admund kyng dis boc þar midde.
[001500 (14)],    Þis sand þareIIhide land imare at Winterburne.
[001600 (15)],    Arest of Winterburne to chelfgraue.
[001700 (15)],    Of chelfgraue one wicweie neþerward anlang broke.
[001800 (16)],    One meairweie anlang weies to widesgete anlang cinincces dich on þe sherd.
[001900 (17)],"    Of þene sherde of þane shearde anlang þides to nearn þan anstigan, of þan anstigan to midelgete, of midelgate þurh þane garen anlang herepaþes on hornget."
[002000 (19)],    Of horngetes hirne lang land share to leaxan oc anlang wdes to þane ealde seale.
[002100 (21)],    Þanen one þo berges astward to Winterburne.
[002200 (21)],    Of Winterburne tou þares tunes hirne on lang þane herepaþe on þene depe crundel.
[002300 (23)],    Of dune anlang land share eft on Winterburne.
