id,text
[000100 (1)],    Ðys synd ða landgemære to Bennicwyrðe.
[000200 (2)],    Ærest of Pergeride in mærdene.
[000300 (2)],    Of merdene on ðone bradam homm.
[000400 (3)],    Of ðam homme on hæðene beorge.
[000500 (3)],    Of hæðene beorga on ða wudustreat.
[000600 (4)],    Of ðere stræte in streones halh.
[000700 (5)],"    Of ðam hale up on eanadune, on Langdune."
[000800 (6)],    Of Langadune op on ða foxhole.
[000900 (6)],    Of ðam hola in ða fyrdstræt.
[001000 (7)],    Of ðere stræte in Potintun.
[001100 (7)],    Of Potintune on þirtigan æceran.
[001200 (8)],    Of ðam æceran in richwege.
[001300 (9)],    Of ðam wege in Peodredan.
[001400 (9)],    Of Peodredan in Auene.
[001500 (10)],    Onlong Auene æft on Pergerid.
[001600 (10)],    Binnan ðissan gemæran synde ða fif hida ða Wulstan archebiscop geuðe ælfrice.
[001700 (12)],    And ehta æceras of mæduwe on Pyrihomme ðe licgað fornegean ðone orceard æt Cropponðorne.
[001800 (14)],"    And ðone hagan on Wygorancestre ðe tuna ða Ufic ahte, and anne ofen æt Wyc."
