id,text
[000100 (1)],"    Ic seah ræpingas in ræced fergan under hrof sales hearde twegen, þa wæron <genamnan>, nearwum bendum gefeterade fæste togædre; þara oþrum wæs an getenge wonfah Wale, seo weold hyra bega siþe bendum fæstra."
