id,text
[000100 (1)],    Ðys is þære anre gyrde landgemæru be niðan elddin.
[000200 (2)],    Ærest on sehfrod.
[000300 (3)],    Þonne adun andlang stremys of hyt scyt ut on æni.
[000400 (4)],    Þonne adun on strem on þone torr.
[000500 (4)],    Þanune to þan hwitan stan beorhge.
[000600 (5)],    Þanune to þan ealdan wege.
[000700 (5)],    Of þam wege to þam mere.
[000800 (6)],    Fram þam mere a gerihte to eldin byrig middeweardre.
[000900 (7)],    Þanon to þan mægean stane.
[001000 (8)],    Þanone west to þam grenan wege.
[001100 (8)],    Þonne andlang weges eft to sehford.
[001200 (10)],    Ðys is þære anre gyrde landboc beniðan Elddin þe Eadweard kyng let gebecean ordgære hys þegene to ecere þearfe.
