id,text
[000100 (1)],"    Gif ðu wilnige rihtlice to wurðiendeAduentum Dominiþonne warna ðu þæt hit ne beo ærV kalendas Decembrisne æfterIII Nonas Decembris; ac þar betwinan, on swa hwilcum staue swa sunnandæg gesceote, þonne byð þaraduentum dominihrihtlice."
